SONG Untitled 05
QUARTER_NOTE_TIME 480
TRACKS
1 Saxophone (Listed as flute)
2 Piano (focused on treble staff with some inclusion of the main riff)
3 Piano bass staff (ignore, its empty)
4 Bass
5 Drums

0, 0, Header, 1, 5, 480
1, 0, Start_track
1, 0, Title_t, "Flute\000"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 750000
1, 0, Control_c, 11, 121, 0
1, 0, Program_c, 11, 73
1, 0, Control_c, 11, 7, 96
1, 0, Control_c, 11, 10, 64
1, 0, Control_c, 11, 91, 0
1, 0, Control_c, 11, 93, 0
1, 0, MIDI_port, 0
1, 11040, Note_on_c, 11, 83, 95
1, 11040, Control_c, 11, 2, 80
1, 11381, Note_on_c, 11, 83, 0
1, 11400, Note_on_c, 11, 88, 95
1, 11513, Note_on_c, 11, 88, 0
1, 11520, Note_on_c, 11, 86, 95
1, 12887, Note_on_c, 11, 86, 0
1, 12960, Note_on_c, 11, 83, 95
1, 14783, Note_on_c, 11, 83, 0
1, 14880, Note_on_c, 11, 76, 95
1, 15221, Note_on_c, 11, 76, 0
1, 15240, Note_on_c, 11, 83, 95
1, 15353, Note_on_c, 11, 83, 0
1, 15360, Note_on_c, 11, 81, 95
1, 16727, Note_on_c, 11, 81, 0
1, 16800, Note_on_c, 11, 83, 95
1, 18167, Note_on_c, 11, 83, 0
1, 18720, Note_on_c, 11, 83, 95
1, 18947, Note_on_c, 11, 83, 0
1, 18960, Note_on_c, 11, 86, 95
1, 19073, Note_on_c, 11, 86, 0
1, 19080, Note_on_c, 11, 88, 95
1, 19193, Note_on_c, 11, 88, 0
1, 19200, Note_on_c, 11, 81, 95
1, 20111, Note_on_c, 11, 81, 0
1, 20160, Note_on_c, 11, 81, 95
1, 20273, Note_on_c, 11, 81, 0
1, 20280, Note_on_c, 11, 83, 95
1, 20393, Note_on_c, 11, 83, 0
1, 20400, Note_on_c, 11, 84, 95
1, 20513, Note_on_c, 11, 84, 0
1, 20520, Note_on_c, 11, 76, 95
1, 20633, Note_on_c, 11, 76, 0
1, 20640, Note_on_c, 11, 77, 95
1, 22007, Note_on_c, 11, 77, 0
1, 22080, Note_on_c, 11, 83, 95
1, 22535, Note_on_c, 11, 83, 0
1, 22560, Note_on_c, 11, 81, 95
1, 23015, Note_on_c, 11, 81, 0
1, 23040, Note_on_c, 11, 80, 95
1, 23133, Control_c, 11, 2, 79
1, 23226, Control_c, 11, 2, 78
1, 23319, Control_c, 11, 2, 77
1, 23412, Control_c, 11, 2, 76
1, 23505, Control_c, 11, 2, 75
1, 23598, Control_c, 11, 2, 74
1, 23691, Control_c, 11, 2, 73
1, 23784, Control_c, 11, 2, 72
1, 23877, Control_c, 11, 2, 71
1, 23970, Control_c, 11, 2, 70
1, 24062, Control_c, 11, 2, 69
1, 24155, Control_c, 11, 2, 68
1, 24248, Control_c, 11, 2, 67
1, 24341, Control_c, 11, 2, 66
1, 24434, Control_c, 11, 2, 65
1, 24527, Control_c, 11, 2, 64
1, 24620, Control_c, 11, 2, 63
1, 24713, Control_c, 11, 2, 62
1, 24806, Control_c, 11, 2, 61
1, 24899, Control_c, 11, 2, 60
1, 24991, Control_c, 11, 2, 59
1, 25084, Control_c, 11, 2, 58
1, 25177, Control_c, 11, 2, 57
1, 25270, Control_c, 11, 2, 56
1, 25319, Note_on_c, 11, 80, 0
1, 25363, Control_c, 11, 2, 55
1, 25456, Control_c, 11, 2, 54
1, 25549, Control_c, 11, 2, 53
1, 25642, Control_c, 11, 2, 52
1, 25735, Control_c, 11, 2, 51
1, 25828, Control_c, 11, 2, 50
1, 25920, Control_c, 11, 2, 49
1, 26400, Note_on_c, 11, 83, 95
1, 26400, Control_c, 11, 2, 80
1, 26741, Note_on_c, 11, 83, 0
1, 26760, Note_on_c, 11, 88, 95
1, 26873, Note_on_c, 11, 88, 0
1, 26880, Note_on_c, 11, 86, 95
1, 28247, Note_on_c, 11, 86, 0
1, 28320, Note_on_c, 11, 83, 95
1, 30143, Note_on_c, 11, 83, 0
1, 30240, Note_on_c, 11, 76, 95
1, 30581, Note_on_c, 11, 76, 0
1, 30600, Note_on_c, 11, 83, 95
1, 30713, Note_on_c, 11, 83, 0
1, 30720, Note_on_c, 11, 81, 95
1, 32087, Note_on_c, 11, 81, 0
1, 32160, Note_on_c, 11, 83, 95
1, 34211, Note_on_c, 11, 83, 0
1, 34320, Note_on_c, 11, 86, 95
1, 34433, Note_on_c, 11, 86, 0
1, 34440, Note_on_c, 11, 88, 95
1, 34553, Note_on_c, 11, 88, 0
1, 34560, Note_on_c, 11, 81, 95
1, 35471, Note_on_c, 11, 81, 0
1, 35520, Note_on_c, 11, 81, 95
